presion_aceite,voltaje_bateria,voltaje_alternador,temp_vacio,temp_carga,nivel_refrigerante
6.78,15.68,12.27,26.7,53.21,1
3.85,12.17,14.9,69.82,87.85,0
6.88,10.85,14.78,65.63,78.75,1
3.55,10.77,13.52,70.1,74.57,1
3.25,13.29,12.82,69.52,80.95,1
9.03,13.63,14.86,75.41,54.24,1
9.37,12.68,15.85,55.7,63.69,1
5.16,10.54,14.09,73.82,74.61,1
2.25,10.63,13.43,58.45,81.52,1
6.45,13.76,14.24,66.54,77.4,1
3.41,11.6,8.42,52.17,95.61,1
6.83,13.07,15.63,57.42,83.09,1
5.5,5.8,14.0,57.3,75.52,1
4.98,12.08,15.21,67.02,85.54,1
4.27,12.57,15.71,51.04,72.32,1
4.0,11.39,14.66,51.32,76.49,1
5.4,10.14,15.09,58.33,87.73,1
4.35,10.61,14.38,51.03,74.85,1
5.02,11.25,15.17,56.39,86.11,1
6.65,11.67,14.86,56.54,80.06,1
6.49,10.32,14.58,69.38,89.42,1
4.94,10.68,13.21,56.41,72.86,1
5.81,11.61,12.42,51.39,86.3,1
2.3,11.53,14.93,55.0,79.57,1
3.72,13.46,17.33,67.4,76.13,1
8.4,13.14,17.12,72.86,63.81,1
4.66,13.56,17.85,55.77,74.09,1
5.71,10.64,13.54,52.61,78.88,1
5.6,13.04,15.36,57.94,72.58,1
4.64,12.44,13.71,68.61,86.02,1
3.6,5.18,13.84,55.3,61.0,1
2.59,13.05,15.38,52.33,76.45,1
3.15,12.87,14.7,52.37,81.9,1
3.63,12.18,14.4,64.56,78.92,1
2.12,11.66,12.13,69.71,80.09,1
1.69,11.75,15.13,72.33,73.71,1
7.75,11.33,12.88,63.59,83.58,1
6.35,13.23,15.05,69.75,87.15,1
2.41,11.87,14.87,61.39,87.16,0
6.26,10.75,13.26,62.12,77.77,1
4.15,12.43,15.4,51.95,86.79,1
6.12,15.14,15.44,58.62,68.68,1
4.11,12.64,19.03,67.52,126.51,1
6.26,13.55,11.0,22.7,73.65,1
3.77,11.18,19.19,57.1,74.08,1
2.92,11.46,14.89,59.87,86.65,1
4.56,13.13,14.84,59.22,83.31,0
3.31,11.72,11.68,65.88,78.28,1
2.26,11.19,14.53,58.9,77.03,0
4.58,7.61,12.43,64.02,87.95,1
7.19,13.71,18.29,34.62,82.99,1
2.22,15.68,12.68,54.32,85.24,1
9.48,11.08,14.74,20.99,77.47,0
6.45,11.58,15.77,107.4,79.18,1
4.89,12.32,17.25,63.18,79.41,1
0.71,16.17,15.1,38.1,84.31,1
5.42,11.63,13.85,34.02,85.32,1
2.35,13.38,13.07,67.41,76.34,1
2.2,10.45,15.06,70.12,81.63,1
3.38,12.21,12.79,65.96,77.98,1
9.62,12.49,15.44,87.44,72.32,1
7.68,12.99,14.39,66.72,79.78,1
4.82,13.42,13.86,60.75,71.35,1
6.43,11.27,13.95,53.0,71.13,1
1.03,13.03,13.71,65.52,75.77,1
5.39,11.03,14.21,50.56,79.34,1
3.97,8.73,16.62,29.3,72.56,1
8.4,13.51,13.51,102.73,80.14,0
5.88,16.28,14.49,69.89,86.51,1
4.55,12.66,13.92,52.44,87.63,1
4.63,13.65,10.41,60.01,84.38,1
4.84,13.23,13.73,73.02,89.5,1
6.46,11.83,15.73,69.8,79.71,1
4.24,11.09,14.45,41.74,77.8,1
3.54,13.63,15.9,54.11,84.78,1
5.1,13.2,11.86,66.92,72.69,1
2.19,10.5,15.0,54.3,85.89,1
3.61,7.52,13.94,61.02,71.29,1
5.14,12.36,12.2,65.48,81.4,0
5.63,10.1,15.23,51.71,73.65,1
6.81,10.54,12.85,51.16,74.74,1
4.29,11.44,12.85,72.16,87.44,1
3.54,13.66,12.25,22.38,77.96,1
5.55,10.61,14.36,55.16,124.09,1
4.5,10.36,15.75,62.47,73.84,1
6.56,11.13,12.12,52.3,70.68,1
3.16,10.25,13.91,64.75,70.66,1
2.7,12.07,13.38,71.29,71.89,1
4.04,5.08,13.94,119.17,81.52,0
8.32,13.26,12.62,102.01,53.75,1
6.15,12.48,12.13,53.33,89.38,1
7.56,10.24,15.09,62.32,88.78,1
2.8,13.01,15.25,69.72,83.61,1
5.28,13.72,15.87,53.61,77.4,1
7.2,10.16,13.62,61.37,75.53,1
6.82,17.62,17.27,75.51,83.93,1
6.43,11.25,14.21,69.87,86.34,1
5.6,10.5,12.12,60.02,80.28,1
2.23,11.46,17.45,65.87,88.89,1
5.99,13.12,12.88,65.04,76.12,1
9.83,17.64,14.65,21.24,57.22,1
6.81,13.27,14.12,60.44,83.37,1
5.22,11.31,15.27,69.94,122.12,1
5.34,13.65,13.66,66.95,87.16,1
4.21,13.22,14.83,59.93,87.03,1
4.01,11.76,14.77,77.34,63.78,0
5.65,13.32,15.26,70.21,84.65,1
6.03,11.39,15.34,63.45,83.32,0
2.52,10.53,13.98,54.6,83.05,1
5.65,10.31,12.65,73.69,75.81,1
9.03,10.51,18.71,70.55,76.96,1
9.54,12.2,15.33,67.83,71.14,1
3.48,13.17,14.88,58.27,87.38,1
5.5,9.25,14.26,74.17,86.95,1
5.2,11.06,15.78,59.76,85.14,1
3.54,10.81,14.56,50.72,74.25,1
3.84,10.36,15.3,70.41,73.31,1
7.54,13.75,15.13,53.59,88.61,1
2.76,11.15,12.82,63.06,81.54,1
6.79,10.34,10.41,47.8,88.75,1
6.7,11.65,12.53,68.59,83.12,1
8.32,11.34,11.17,70.18,86.06,1
6.83,13.61,13.06,61.71,70.56,1
4.13,15.46,12.89,77.91,75.08,0
4.92,15.56,13.7,54.53,86.94,1
4.88,10.57,12.74,74.53,82.25,1
5.49,10.24,14.81,74.78,86.8,1
1.35,10.33,12.4,27.39,80.09,1
6.72,10.81,15.42,71.78,76.74,1
3.93,10.61,16.79,75.67,78.94,1
5.15,6.95,13.73,73.4,79.57,1
2.22,11.54,9.92,47.64,99.4,1
1.2,12.98,9.6,39.95,87.17,1
5.04,12.65,12.65,60.36,84.66,0
5.15,11.71,13.3,61.57,86.62,1
0.74,12.5,14.17,53.08,83.5,1
5.13,12.7,15.18,75.31,75.62,1
3.88,12.83,13.3,67.33,63.08,1
4.31,11.59,12.8,66.74,73.15,1
6.38,12.38,14.14,70.75,77.47,1
5.07,13.6,12.16,64.34,85.72,1
6.71,12.26,12.28,56.29,92.8,1
2.72,10.52,12.88,73.39,76.86,1
2.65,11.95,13.4,59.73,78.77,1
7.55,13.63,15.86,28.4,73.3,0
3.38,12.18,14.67,55.26,80.77,1
3.13,14.14,15.15,50.88,74.93,1
3.59,12.8,15.09,50.14,80.98,0
6.88,10.54,13.11,53.78,74.71,1
7.89,10.58,11.13,74.99,127.22,1
3.59,15.21,14.9,54.99,109.81,0
2.61,13.02,18.76,68.9,78.46,1
5.08,6.84,19.95,42.38,87.49,1
8.32,12.75,12.34,66.17,87.44,1
6.37,11.69,15.51,63.13,124.54,1
0.5,5.91,15.42,80.0,86.77,1
3.8,10.51,14.47,74.51,75.61,0
2.5,9.81,19.64,70.99,82.09,1
8.89,12.3,9.7,67.63,98.65,0
2.17,10.25,15.53,66.14,71.67,1
0.5,11.61,15.22,25.43,89.5,1
3.41,13.12,13.47,74.12,74.65,1
3.65,12.13,15.3,54.99,72.13,1
6.05,12.58,14.79,57.92,72.18,1
1.7,5.58,14.93,62.82,71.47,1
4.21,11.67,15.74,65.98,77.71,1
2.96,10.99,13.84,64.78,76.66,1
6.0,11.85,13.41,73.53,81.63,0
6.25,12.0,12.22,66.93,86.53,1
8.94,12.07,8.14,83.38,78.25,1
3.76,6.65,12.67,53.12,85.63,1
8.03,13.52,12.6,59.48,79.59,1
5.42,10.28,15.24,56.5,78.49,1
0.58,12.6,18.95,113.22,84.0,1
4.96,11.63,15.74,56.66,86.02,1
9.18,10.35,12.12,51.17,85.32,1
3.94,13.86,14.62,74.0,71.34,1
4.52,10.73,17.26,74.01,80.99,1
4.02,12.84,12.14,57.89,70.14,1
5.77,12.97,12.32,63.48,76.06,1
3.0,10.24,15.15,54.38,89.33,1
4.03,11.56,15.03,45.24,77.25,1
5.32,10.6,13.55,114.14,82.28,1
4.2,7.05,12.29,52.84,72.39,1
3.49,13.57,15.0,64.35,87.1,1
6.16,12.36,14.3,75.16,87.39,1
2.17,12.85,12.99,75.61,72.48,1
3.66,12.75,13.77,64.84,89.83,1
4.35,12.55,14.66,64.82,88.16,1
4.13,16.65,14.23,82.82,84.34,0
4.4,12.63,12.55,63.1,77.85,1
4.77,10.79,13.88,53.74,72.9,1
4.59,12.16,18.26,56.75,55.91,0
3.44,11.08,19.66,31.6,78.69,1
5.97,13.35,19.08,74.44,73.48,1
5.51,11.76,16.64,58.82,72.43,1
5.65,11.3,15.04,27.73,78.8,0
5.69,10.88,12.83,55.43,74.33,1
4.21,13.72,14.53,62.02,87.79,1
2.59,10.24,12.48,60.78,80.21,1
6.59,12.45,14.09,66.7,80.58,1
2.57,13.79,15.81,55.2,83.7,1
5.21,11.43,12.5,67.59,75.18,1
1.64,10.64,14.6,61.16,74.4,1
2.73,13.02,13.93,64.02,77.75,1
4.05,13.6,15.89,58.49,79.07,1
6.43,12.49,12.53,65.34,87.61,1
5.35,12.77,15.3,67.58,89.07,1
5.76,12.59,14.58,54.94,87.74,1
3.73,13.26,15.18,32.02,75.71,1
5.54,12.05,12.56,75.76,118.41,0
5.19,13.63,13.6,97.52,77.39,1
5.91,11.17,13.63,53.19,89.21,1
4.8,11.85,14.28,52.45,81.68,1
6.21,11.41,9.77,66.34,87.55,1
3.29,12.27,12.77,62.2,88.06,1
7.85,13.63,10.79,22.07,78.42,1
3.73,12.18,10.36,21.98,53.22,1
2.48,11.71,15.65,119.38,75.97,1
4.3,12.49,18.47,71.71,117.1,1
4.4,12.94,13.06,52.06,81.71,1
2.28,11.88,14.53,72.72,72.52,1
2.26,10.35,12.32,50.9,88.44,1
2.99,10.62,14.61,74.53,87.55,1
6.86,11.52,12.96,68.94,83.65,1
5.74,10.67,15.77,67.32,75.31,1
3.13,11.21,14.11,69.1,78.85,1
1.65,12.97,19.01,44.54,86.95,1
1.01,10.38,15.62,27.07,74.36,0
3.48,11.9,12.26,56.54,81.27,1
4.44,13.14,18.32,84.04,125.58,1
5.02,13.18,13.92,51.5,73.97,1
6.32,12.63,15.0,72.64,71.5,0
4.24,8.74,13.59,74.18,89.47,1
2.27,16.59,12.72,62.75,89.78,1
3.94,12.0,17.39,70.81,84.86,1
4.8,10.91,13.96,50.6,76.29,1
7.74,10.73,14.17,55.87,75.21,1
3.68,11.33,14.35,75.27,84.36,1
4.36,13.48,13.77,66.33,83.87,0
6.66,13.73,13.8,57.33,73.3,1
5.45,10.5,8.44,71.72,71.46,1
6.37,13.63,15.24,64.72,89.22,1
2.44,11.37,12.23,55.33,88.49,1
3.29,17.26,13.75,70.93,79.47,1
6.7,12.12,15.12,104.39,122.81,0
4.02,12.74,13.17,69.79,82.47,1
3.36,9.79,15.67,47.2,64.63,1
2.28,13.25,13.44,50.68,78.39,1
9.99,15.37,16.39,50.87,69.78,1
2.42,11.05,14.41,67.83,83.78,1
5.59,6.19,12.77,90.11,78.2,0
3.1,12.33,15.18,83.09,51.94,1
4.54,12.47,15.34,63.51,63.14,1
2.28,12.25,12.42,74.69,71.29,1
5.27,11.62,10.55,66.09,88.6,1
3.95,13.83,14.27,56.84,81.16,1
5.35,10.95,12.85,73.02,76.25,1
2.36,13.35,15.14,64.85,50.13,1
6.38,11.75,13.63,72.5,70.86,1
7.97,13.81,14.59,30.77,75.12,0
7.3,12.89,15.45,50.83,86.41,1
4.55,13.73,14.71,57.46,76.53,1
3.37,11.93,15.15,69.57,81.26,1
4.64,10.65,14.9,64.84,88.11,1
3.56,12.5,15.68,74.02,123.34,1
2.7,12.51,12.18,61.78,80.24,1
5.05,12.67,13.49,70.96,80.98,1
5.02,12.24,14.56,62.85,82.66,1
6.01,6.07,14.06,27.11,82.82,1
9.46,15.58,17.14,93.73,78.12,1
3.0,11.74,13.48,25.71,88.13,1
4.26,13.55,10.87,53.54,77.18,1
4.22,12.52,15.85,70.89,75.82,1
5.89,10.62,13.86,52.0,77.47,1
4.94,12.15,15.07,71.64,88.95,1
5.54,10.95,14.16,57.01,73.01,1
5.52,12.05,14.11,67.09,84.58,1
6.09,13.44,13.98,66.56,89.57,1
2.14,13.08,12.94,56.94,82.35,1
3.62,13.48,14.16,70.85,71.31,1
3.48,13.69,15.16,88.64,77.37,0
6.55,10.23,13.28,58.16,84.72,1
2.59,10.36,12.33,29.33,78.38,1
1.24,5.95,12.15,76.17,110.41,1
6.01,14.95,15.65,62.84,79.53,1
3.01,10.37,18.77,57.79,89.58,1
1.61,12.98,19.57,51.15,70.55,1
3.74,12.18,17.05,67.0,73.02,1
6.57,10.13,14.04,52.9,78.63,1
5.81,10.94,15.47,52.1,88.86,1
6.64,13.29,13.3,74.1,66.74,1
5.73,12.83,15.01,52.38,89.29,1
4.42,13.65,13.89,109.61,80.48,1
5.45,12.8,14.69,50.97,86.21,1
2.12,13.32,15.41,67.65,71.98,1
3.11,11.08,12.85,72.62,77.32,1
2.47,13.73,14.76,66.83,72.71,1
6.64,10.6,13.34,51.02,72.7,1
3.75,16.71,14.3,57.06,98.77,1
2.88,12.22,12.97,74.6,89.3,1
6.01,12.0,13.78,64.45,80.87,1
3.76,17.33,13.58,55.22,81.77,1
6.5,10.22,14.45,72.55,88.46,1
5.67,11.57,12.11,67.61,70.57,1
2.46,13.86,15.71,103.76,74.82,1
6.81,10.13,14.15,59.02,82.22,1
6.06,13.73,15.26,58.51,78.3,1
5.32,12.6,14.13,63.85,83.75,1
5.33,14.94,13.61,70.06,79.58,1
4.27,10.6,15.29,63.13,88.27,1
3.77,11.28,13.13,52.09,77.6,1
4.56,13.18,15.73,70.58,72.08,1
6.37,12.49,13.97,62.82,89.03,1
6.65,12.19,13.22,71.23,82.42,1
5.51,9.85,15.43,75.84,127.47,1
9.09,12.8,12.6,66.52,87.97,1
7.97,12.83,13.61,118.9,108.94,0
3.15,13.08,12.77,70.72,89.05,1
3.3,13.88,15.08,61.73,73.54,1
3.11,10.59,14.12,52.7,86.67,1
5.9,13.32,13.43,67.67,55.44,1
8.79,17.95,8.24,105.01,76.29,1
0.87,10.94,15.28,68.36,81.64,1
2.54,13.11,12.35,64.83,72.26,1
2.13,14.32,14.83,71.8,86.7,1
5.25,10.78,13.24,65.03,86.21,1
3.5,13.0,15.54,53.99,75.27,1
5.42,12.84,13.64,75.26,56.05,0
2.15,12.48,15.07,61.83,71.29,1
4.0,12.0,15.74,74.43,71.78,1
5.91,13.82,12.34,70.02,80.17,1
3.98,11.52,14.17,72.24,80.31,1
1.86,9.45,19.3,75.14,86.52,1
4.13,13.84,14.48,63.88,89.8,1
3.87,12.66,12.29,73.71,80.05,1
4.54,12.79,15.79,62.42,73.65,1
2.48,12.38,15.07,60.35,48.86,1
6.85,12.93,16.72,64.49,45.41,1
5.49,12.1,12.4,72.38,77.59,1
6.75,10.69,13.67,70.11,117.18,1
6.84,10.39,15.73,52.81,82.36,1
5.68,13.35,16.42,62.08,85.06,1
3.09,12.89,14.87,50.75,100.0,1
1.15,13.11,12.15,57.44,86.98,1
6.24,10.74,10.13,61.64,75.07,1
6.66,11.67,14.18,52.09,62.54,1
3.51,5.2,10.98,25.46,114.6,1
2.92,11.4,12.76,65.04,82.26,1
3.94,12.27,9.0,62.79,73.59,1
3.55,12.38,15.24,54.02,79.82,1
2.38,13.53,14.59,63.23,88.75,1
2.37,12.74,14.94,67.72,74.36,1
3.01,12.78,13.16,72.63,89.21,1
5.83,6.16,12.63,71.46,88.8,1
6.37,10.5,14.59,59.22,71.21,1
4.44,14.95,12.86,63.93,85.57,1
2.55,7.28,15.64,94.18,85.28,1
3.95,10.93,15.31,70.58,72.09,1
3.66,12.57,15.29,79.57,74.03,1
4.89,10.98,12.15,75.9,101.28,1
5.6,13.45,18.93,73.91,79.37,1
6.55,12.86,15.81,45.33,80.47,1
4.54,12.2,14.21,50.21,71.35,1
2.83,10.93,14.96,60.66,82.17,1
2.9,11.97,15.19,118.01,85.41,1
3.22,16.27,15.72,52.73,86.93,1
4.05,10.47,12.35,69.71,71.84,1
4.16,10.26,14.82,65.54,87.16,1
4.98,13.59,14.16,59.33,82.93,1
6.02,11.89,13.97,56.7,79.74,1
4.92,10.25,15.49,62.02,75.29,1
6.44,11.18,13.71,55.75,82.63,1
7.74,12.09,13.65,56.49,89.25,1
3.65,10.25,15.81,67.28,83.29,1
1.45,12.66,15.42,90.26,73.97,1
5.44,10.45,15.55,68.18,77.73,1
2.84,6.91,12.52,55.79,73.86,1
6.32,14.68,13.53,58.1,79.29,0
4.07,12.98,13.25,66.87,73.06,1
5.16,10.62,13.72,53.1,86.18,1
4.8,13.82,13.4,56.59,85.79,1
3.38,11.94,15.5,72.77,56.33,1
3.83,10.98,15.64,74.39,86.43,1
4.09,12.69,12.94,61.07,75.11,0
3.96,13.63,13.42,55.08,59.63,1
5.08,13.77,12.64,86.16,91.9,1
7.92,12.07,15.02,67.69,73.38,1
6.48,10.18,8.52,30.97,81.7,1
6.54,13.39,14.61,60.58,87.98,1
5.34,11.04,18.51,56.2,81.14,1
5.4,10.78,12.28,58.3,79.5,1
6.9,12.05,14.89,54.73,83.27,1
4.19,10.71,13.52,55.73,68.04,1
4.15,12.07,13.75,58.89,81.2,1
4.59,12.91,14.71,63.72,53.14,1
6.85,11.18,15.19,69.02,75.6,1
8.71,16.92,13.54,63.23,73.15,1
6.69,12.6,12.88,61.71,81.52,1
2.84,11.88,14.99,57.02,78.13,1
3.27,10.71,14.41,68.4,84.65,1
5.71,10.37,15.38,51.62,123.4,1
4.93,13.02,12.35,63.9,83.3,1
3.85,8.7,19.29,70.35,85.5,0
4.55,11.08,14.58,70.14,73.54,1
4.98,8.28,11.36,20.07,76.33,1
4.41,14.55,10.84,36.95,83.7,1
4.59,11.41,12.31,75.21,71.83,1
1.16,11.33,12.21,89.9,107.75,1
3.9,11.07,14.72,50.65,83.44,1
5.58,11.01,12.8,51.08,83.75,1
2.85,7.57,13.62,99.22,44.12,1
4.44,11.62,8.11,50.95,72.79,1
6.05,10.54,15.66,53.72,84.59,1
5.8,13.84,13.08,57.72,84.29,1
2.89,10.37,15.56,111.28,122.6,1
2.68,12.07,13.58,65.91,78.06,1
4.72,12.16,13.6,58.77,83.98,1
4.1,11.77,13.22,65.66,70.67,1
4.69,8.57,14.0,72.5,82.75,1
5.9,10.22,12.14,64.69,86.37,1
1.4,12.86,14.71,37.58,79.49,1
4.1,5.27,12.51,52.44,74.32,1
7.99,10.88,9.27,69.16,45.69,1
5.77,7.96,13.81,72.98,85.45,1
3.5,13.51,12.52,65.97,87.64,1
6.28,11.16,13.49,73.47,73.75,1
6.69,11.94,12.26,57.0,72.37,1
5.59,10.7,13.83,58.12,75.5,1
4.97,13.49,12.18,74.25,78.03,1
4.94,14.45,12.66,59.19,46.48,0
2.27,12.47,14.9,72.8,85.42,1
5.63,10.72,14.45,54.78,75.07,0
3.55,10.68,13.83,68.23,79.25,1
3.6,5.91,12.82,42.49,73.11,0
5.83,13.63,13.08,52.19,71.39,1
2.28,10.2,15.71,67.79,79.04,1
2.38,11.8,13.98,56.08,122.37,1
6.85,10.9,14.5,60.33,82.61,1
6.8,11.62,15.63,56.88,76.53,1
5.67,11.84,13.75,62.75,73.46,1
6.04,12.57,18.2,60.3,75.46,1
0.96,10.73,10.45,72.16,77.4,1
3.06,10.27,12.56,66.3,78.51,1
3.97,13.18,13.34,66.62,83.89,1
3.26,11.19,13.85,59.58,89.7,1
3.71,10.83,14.06,52.36,83.26,1
1.19,7.97,16.55,61.61,84.22,0
5.87,17.59,12.79,58.52,80.16,1
2.2,12.87,12.54,61.29,89.57,1
7.77,5.04,12.48,56.72,72.97,1
6.66,11.85,15.71,63.01,86.65,1
4.35,10.88,12.68,55.36,86.97,1
9.52,11.01,12.34,72.94,80.5,1
2.38,10.28,14.71,67.38,85.6,1
3.49,11.76,15.8,75.38,73.07,0
5.9,13.87,13.12,66.57,89.46,1
3.76,11.77,14.92,63.59,74.74,1
1.48,11.5,14.78,47.53,89.28,1
6.44,12.67,12.61,110.83,65.83,1
6.58,13.47,14.05,70.44,91.33,1
6.29,12.67,13.7,55.64,76.42,1
4.27,10.93,14.16,57.42,85.08,0
6.45,13.38,13.12,66.81,80.12,1
8.45,11.69,13.54,33.86,73.88,1
6.76,11.57,14.23,52.89,82.7,1
3.19,10.82,15.16,68.81,83.74,0
5.1,16.48,13.03,72.14,42.56,1
0.86,5.25,9.15,69.11,86.06,1
6.37,13.4,13.24,65.43,78.63,1
8.11,13.22,13.92,94.77,82.2,0
3.62,9.63,17.42,42.42,84.18,1
2.45,12.7,16.91,73.75,77.69,1
3.62,11.25,13.73,64.36,86.91,1
5.81,13.34,15.12,39.32,89.63,1
6.57,12.27,12.21,75.41,82.14,0
6.04,13.31,13.54,62.0,88.97,1
2.11,10.13,15.31,56.69,79.52,1
4.93,12.44,15.23,56.97,87.19,1
5.04,10.71,12.61,58.68,89.22,1
6.27,17.82,18.63,48.19,74.07,1
4.79,12.13,13.53,72.07,87.8,0
3.76,11.95,15.48,70.29,81.63,1
5.61,5.72,14.26,67.11,72.11,1
5.74,12.63,13.73,70.49,99.81,1
6.08,13.34,14.79,63.83,43.51,1
3.19,9.24,13.14,71.07,62.64,1
4.58,11.39,12.8,70.36,88.03,1
6.79,10.11,14.23,56.6,72.07,1
4.4,10.78,16.83,38.82,93.94,1
6.09,13.55,13.81,56.9,82.06,1
4.28,10.48,14.78,67.36,85.3,1
2.35,5.81,15.79,44.12,75.08,0
2.48,13.81,15.27,84.12,82.11,1
5.76,17.48,14.81,62.04,81.2,1
1.4,11.11,14.49,73.33,43.99,1
3.75,11.07,12.64,62.91,73.9,1
7.78,11.98,10.11,111.68,42.76,1
6.53,11.69,12.56,68.06,81.39,1
5.8,16.82,15.71,69.44,79.47,1
4.6,15.29,14.55,33.03,62.07,1
4.91,12.98,13.26,75.17,75.33,1
3.13,11.63,16.37,52.89,88.68,1
2.17,10.62,14.85,50.43,73.56,1
1.41,11.5,19.07,105.76,67.56,1
4.87,10.85,14.3,63.85,75.03,1
2.31,7.32,14.73,76.84,88.07,0
1.56,8.75,17.21,69.53,88.98,0
5.19,11.62,16.62,59.85,77.63,1
9.18,10.94,14.48,64.81,77.39,1
5.31,12.74,13.7,62.96,88.45,1
1.41,11.64,12.91,74.26,82.81,1
5.61,5.4,13.15,24.38,60.95,1
4.59,13.18,15.11,60.83,77.54,1
5.19,12.51,13.4,29.44,70.21,1
4.58,13.85,13.36,60.43,108.3,1
9.59,13.23,9.51,101.32,61.36,1
4.34,12.24,15.09,66.17,84.22,1
4.53,6.64,15.7,52.55,83.18,1
5.47,11.66,14.53,60.72,78.85,1
4.07,16.35,13.55,70.07,60.91,1
6.9,12.58,12.66,65.11,84.89,1
3.64,13.51,15.37,75.69,75.43,1
5.86,11.12,14.79,65.87,83.77,1
6.78,12.44,13.99,74.88,40.19,1
4.63,10.93,14.8,64.16,85.37,1
3.67,10.59,13.09,57.62,72.12,1
6.06,11.28,12.19,34.22,88.68,1
6.59,12.19,12.45,74.24,88.53,1
3.45,13.47,12.86,69.07,71.24,1
4.12,5.97,14.4,59.61,81.91,0
2.1,11.79,14.79,118.91,89.76,0
9.49,13.75,13.68,95.21,57.75,1
4.28,12.82,12.45,67.3,112.29,1
6.74,12.26,14.17,74.79,74.74,1
5.16,15.97,15.03,71.44,84.18,1
4.28,17.72,12.49,75.02,81.44,1
1.55,11.68,13.27,115.85,86.98,1
6.89,11.12,17.77,66.63,74.37,1
3.55,12.02,15.32,68.74,72.68,1
6.29,8.26,10.37,58.54,84.28,1
3.59,11.22,13.77,60.18,74.2,1
5.88,12.35,17.45,73.12,76.82,1
3.13,10.81,12.64,71.91,87.99,1
5.78,12.0,12.47,51.87,73.44,1
5.29,12.19,12.41,64.62,81.22,1
3.49,10.61,13.26,72.32,87.54,1
4.12,12.9,13.95,74.42,79.8,1
2.76,5.38,15.43,72.36,75.0,1
2.38,10.76,15.69,66.07,74.92,1
4.23,15.84,15.14,62.74,79.13,1
5.64,10.36,14.68,66.53,70.26,1
2.76,10.22,9.51,62.81,76.42,1
1.24,13.66,9.1,62.71,78.21,1
3.88,11.89,14.73,50.24,86.49,1
0.53,10.48,14.98,51.65,83.3,1
8.51,10.82,9.58,61.01,51.62,1
4.17,6.11,14.39,70.55,75.16,1
0.9,10.12,12.61,53.49,74.93,1
5.01,10.66,12.74,71.55,77.32,1
8.16,10.16,13.06,60.54,73.66,1
4.06,12.77,14.4,65.25,81.73,1
2.4,12.28,14.58,70.6,76.74,1
8.34,7.73,18.16,62.79,85.96,1
2.28,11.48,12.79,67.74,87.02,1
3.31,10.2,17.96,63.86,72.54,1
6.02,13.18,12.95,54.88,81.67,1
6.01,11.81,16.45,69.54,76.69,1
5.69,12.76,15.51,59.2,93.31,1
6.12,13.49,13.54,22.01,70.29,1
2.89,13.07,15.59,51.46,76.28,1
0.82,10.64,15.41,64.42,116.53,1
3.9,10.36,14.83,59.33,71.18,1
5.08,13.3,13.23,60.06,75.9,1
6.43,11.01,13.04,60.88,83.31,1
1.12,10.62,13.45,60.54,73.61,1
4.03,12.96,12.77,65.19,78.14,0
2.66,11.85,12.61,71.86,81.51,1
1.45,13.65,16.78,78.27,72.74,0
2.44,11.45,8.52,74.71,88.94,1
4.23,13.88,15.35,58.56,88.94,1
2.37,10.38,15.17,57.94,72.67,1
2.78,10.94,13.44,62.65,52.34,1
7.56,11.67,13.75,81.07,85.43,1
3.57,11.82,12.71,65.91,88.29,1
1.81,13.48,14.8,65.08,83.24,1
9.89,13.04,14.4,52.86,74.72,1
6.24,7.24,12.93,69.72,89.61,1
5.55,12.11,13.84,116.76,76.56,1
2.11,5.11,18.3,95.82,73.23,0
5.03,13.33,14.32,67.25,82.85,0
6.45,12.67,15.69,64.75,71.25,1
6.53,11.94,12.37,54.0,80.61,1
1.01,11.88,19.39,28.05,47.59,1
6.22,10.6,12.57,62.72,83.95,1
5.77,13.72,13.88,71.8,82.6,1
5.83,11.41,14.84,75.51,78.93,0
2.99,12.46,14.1,69.53,93.1,1
4.36,12.69,15.58,50.19,70.62,1
4.0,5.02,15.53,73.77,73.48,1
0.76,12.53,13.86,69.68,70.75,1
4.02,13.5,14.16,45.87,84.69,1
5.71,10.57,12.6,67.28,77.64,1
9.55,11.19,12.8,73.79,72.11,1
4.49,11.51,9.49,116.79,115.98,1
6.32,6.17,15.43,64.58,88.16,1
4.81,10.63,12.69,57.69,84.93,1
5.08,11.18,15.22,74.66,85.31,1
4.34,12.8,9.65,52.99,51.45,0
2.83,12.87,14.79,51.5,87.5,1
3.37,10.56,14.91,59.4,72.17,1
2.3,13.24,12.25,61.03,89.45,1
2.95,10.56,15.4,64.96,86.47,1
2.9,10.55,9.28,76.88,79.7,1
6.46,12.72,16.21,103.39,113.54,0
3.4,13.56,15.01,55.12,106.35,1
5.76,13.25,14.99,74.6,72.55,1
6.34,10.22,15.45,52.46,70.96,1
5.53,10.13,12.11,110.33,80.24,0
6.09,13.77,14.97,69.5,89.29,0
0.61,13.36,15.51,54.64,78.17,0
9.99,11.56,17.32,62.82,74.35,1
3.7,11.32,14.52,65.64,78.87,1
0.59,11.92,15.0,108.44,88.41,1
2.58,13.22,14.65,55.58,75.4,1
7.99,7.76,14.02,56.08,89.53,1
5.63,12.83,14.48,63.35,75.55,1
6.45,13.37,12.4,50.71,87.61,1
6.23,13.4,13.2,66.82,74.86,1
6.52,11.28,12.1,56.98,85.91,1
5.11,11.38,15.16,75.86,77.7,1
6.61,11.34,15.52,58.33,84.34,1
3.8,13.3,11.68,85.44,70.5,0
5.1,10.25,14.8,69.8,77.48,1
